"CK Orlík Orlová";;;0;139,6;45,8
"Cyklistika pro všechny Krnov";;;114,8;139,2;104
"Cyklokramo Suchdol nad Odrou ""A""";;;121,4;154,8;125
"Cyklokramo Suchdol nad Odrou ""B""";;;29,6;124;88,4
"Cyklotech-Pro a Mrnùštík";;;0;36;0
"FORCE KCK CYKLOTEAM ZLÍN";;;170;114;170
"Kolík& Hobby ""A""";;;135;166;110,8
"Kolík& Hobby ""B""";;;70;130;79
"Kolík& Hobby ""C""";;;0;0;36
"Lowell Pro Šafrata Team Bohumín";;;131,6;182;136
"M3B racing team";;;136;184;110
"Racing Olešná ""A""";;;35;147;108
"Racing Olešná ""B""";;;0;80;0
"SK Valašského království";;;63;92;36
"skvelakola.cz";;;105,2;137;100,4
"Team Forman Cinelli";;;44;141,6;84,6
"TJ TŽ Tøinec";;;30,4;152,4;109,8
"Triatlon klub Ostrava";;;70;143;76
"YOGI Racing Ostrava 1";;;118;160,8;115,4
"YOGI Racing Ostrava 2";;;26;78,6;44,4
